temperature_K,residual_meV,acoustic_meV,optical_meV,total_FWHM_meV
2.280000000000000000e+02,1.800000000000000000e+01,5.700000000000000178e+00,1.478887553796949383e+01,3.848887553796949135e+01
2.290000000000000000e+02,1.800000000000000000e+01,5.725000000000000533e+00,1.490359594130339360e+01,3.862859594130339502e+01
2.300000000000000000e+02,1.800000000000000000e+01,5.750000000000000000e+00,1.501844697220469449e+01,3.876844697220469271e+01
2.310000000000000000e+02,1.800000000000000000e+01,5.775000000000000355e+00,1.513342710863018148e+01,3.890842710863017828e+01
2.320000000000000000e+02,1.800000000000000000e+01,5.800000000000000711e+00,1.524853485131522035e+01,3.904853485131522461e+01
2.330000000000000000e+02,1.800000000000000000e+01,5.825000000000000178e+00,1.536376872336596477e+01,3.918876872336596762e+01
2.340000000000000000e+02,1.800000000000000000e+01,5.850000000000000533e+00,1.547912726985991760e+01,3.932912726985991725e+01
2.350000000000000000e+02,1.800000000000000000e+01,5.875000000000000000e+00,1.559460905745454440e+01,3.946960905745454795e+01
2.360000000000000000e+02,1.800000000000000000e+01,5.900000000000000355e+00,1.571021267400385213e+01,3.961021267400384716e+01
2.370000000000000000e+02,1.800000000000000000e+01,5.925000000000000711e+00,1.582593672818266839e+01,3.975093672818266555e+01
2.380000000000000000e+02,1.800000000000000000e+01,5.950000000000000178e+00,1.594177984911859092e+01,3.989177984911859198e+01
2.390000000000000000e+02,1.800000000000000000e+01,5.975000000000000533e+00,1.605774068603121663e+01,4.003274068603121805e+01
2.400000000000000000e+02,1.800000000000000000e+01,6.000000000000000000e+00,1.617381790787877449e+01,4.017381790787877094e+01
2.410000000000000000e+02,1.800000000000000000e+01,6.025000000000000355e+00,1.629001020301171465e+01,4.031501020301170968e+01
2.420000000000000000e+02,1.800000000000000000e+01,6.050000000000000711e+00,1.640631627883335497e+01,4.045631627883335568e+01
2.430000000000000000e+02,1.800000000000000000e+01,6.075000000000000178e+00,1.652273486146721382e+01,4.059773486146721666e+01
2.440000000000000000e+02,1.800000000000000000e+01,6.100000000000000533e+00,1.663926469543104503e+01,4.073926469543104645e+01
2.450000000000000000e+02,1.800000000000000000e+01,6.125000000000000000e+00,1.675590454331737078e+01,4.088090454331737078e+01
2.460000000000000000e+02,1.800000000000000000e+01,6.150000000000000355e+00,1.687265318548029569e+01,4.102265318548029427e+01
2.470000000000000000e+02,1.800000000000000000e+01,6.175000000000000711e+00,1.698950941972864115e+01,4.116450941972864541e+01
2.480000000000000000e+02,1.800000000000000000e+01,6.200000000000000178e+00,1.710647206102505891e+01,4.130647206102506175e+01
2.490000000000000000e+02,1.800000000000000000e+01,6.225000000000000533e+00,1.722353994119113096e+01,4.144853994119112883e+01
2.500000000000000000e+02,1.800000000000000000e+01,6.250000000000000000e+00,1.734071190861832790e+01,4.159071190861833145e+01
2.510000000000000000e+02,1.800000000000000000e+01,6.275000000000000355e+00,1.745798682798459822e+01,4.173298682798459680e+01
2.520000000000000000e+02,1.800000000000000000e+01,6.300000000000000711e+00,1.757536357997654619e+01,4.187536357997655045e+01
2.530000000000000000e+02,1.800000000000000000e+01,6.325000000000000178e+00,1.769284106101705234e+01,4.201784106101705163e+01
2.540000000000000000e+02,1.800000000000000000e+01,6.350000000000000533e+00,1.781041818299823021e+01,4.216041818299822808e+01
2.550000000000000000e+02,1.800000000000000000e+01,6.375000000000000000e+00,1.792809387301961976e+01,4.230309387301961976e+01
2.560000000000000000e+02,1.800000000000000000e+01,6.400000000000000355e+00,1.804586707313142568e+01,4.244586707313142426e+01
2.570000000000000000e+02,1.800000000000000000e+01,6.425000000000000711e+00,1.816373674008280048e+01,4.258873674008280119e+01
2.580000000000000000e+02,1.800000000000000000e+01,6.450000000000000178e+00,1.828170184507497709e+01,4.273170184507497993e+01
2.590000000000000000e+02,1.800000000000000000e+01,6.475000000000000533e+00,1.839976137351922603e+01,4.287476137351922745e+01
2.600000000000000000e+02,1.800000000000000000e+01,6.500000000000000000e+00,1.851791432479940980e+01,4.301791432479940624e+01
2.610000000000000000e+02,1.800000000000000000e+01,6.525000000000000355e+00,1.863615971203919841e+01,4.316115971203919344e+01
2.620000000000000000e+02,1.800000000000000000e+01,6.550000000000000711e+00,1.875449656187374003e+01,4.330449656187374075e+01
2.630000000000000000e+02,1.800000000000000000e+01,6.575000000000000178e+00,1.887292391422566240e+01,4.344792391422566169e+01
2.640000000000000000e+02,1.800000000000000000e+01,6.600000000000000533e+00,1.899144082208542272e+01,4.359144082208542414e+01
2.650000000000000000e+02,1.800000000000000000e+01,6.625000000000000000e+00,1.911004635129585694e+01,4.373504635129585694e+01
2.660000000000000000e+02,1.800000000000000000e+01,6.650000000000000355e+00,1.922873958034076480e+01,4.387873958034076338e+01
2.670000000000000000e+02,1.800000000000000000e+01,6.675000000000000711e+00,1.934751960013762329e+01,4.402251960013762755e+01
2.680000000000000000e+02,1.800000000000000000e+01,6.700000000000000178e+00,1.946638551383416882e+01,4.416638551383417166e+01
2.690000000000000000e+02,1.800000000000000000e+01,6.725000000000000533e+00,1.958533643660882362e+01,4.431033643660882149e+01
2.700000000000000000e+02,1.800000000000000000e+01,6.750000000000000000e+00,1.970437149547491273e+01,4.445437149547491629e+01
2.710000000000000000e+02,1.800000000000000000e+01,6.775000000000000355e+00,1.982348982908862567e+01,4.459848982908862070e+01
2.720000000000000000e+02,1.800000000000000000e+01,6.800000000000000711e+00,1.994269058756046320e+01,4.474269058756046036e+01
2.730000000000000000e+02,1.800000000000000000e+01,6.825000000000000178e+00,2.006197293227037193e+01,4.488697293227036766e+01
2.740000000000000000e+02,1.800000000000000000e+01,6.850000000000000533e+00,2.018133603568622547e+01,4.503133603568622334e+01
2.750000000000000000e+02,1.800000000000000000e+01,6.875000000000000000e+00,2.030077908118576602e+01,4.517577908118576602e+01
2.760000000000000000e+02,1.800000000000000000e+01,6.900000000000000355e+00,2.042030126288182146e+01,4.532030126288182004e+01
2.770000000000000000e+02,1.800000000000000000e+01,6.925000000000000711e+00,2.053990178545083367e+01,4.546490178545083438e+01
2.780000000000000000e+02,1.800000000000000000e+01,6.950000000000000178e+00,2.065957986396445989e+01,4.560957986396445563e+01
2.790000000000000000e+02,1.800000000000000000e+01,6.975000000000000533e+00,2.077933472372443191e+01,4.575433472372443333e+01
2.800000000000000000e+02,1.800000000000000000e+01,7.000000000000000000e+00,2.089916560010035695e+01,4.589916560010036051e+01
2.810000000000000000e+02,1.800000000000000000e+01,7.025000000000000355e+00,2.101907173837056675e+01,4.604407173837056177e+01
2.820000000000000000e+02,1.800000000000000000e+01,7.050000000000000711e+00,2.113905239356584431e+01,4.618905239356584502e+01
2.830000000000000000e+02,1.800000000000000000e+01,7.075000000000000178e+00,2.125910683031609594e+01,4.633410683031609523e+01
2.840000000000000000e+02,1.800000000000000000e+01,7.100000000000000533e+00,2.137923432269970903e+01,4.647923432269971045e+01
2.850000000000000000e+02,1.800000000000000000e+01,7.125000000000000000e+00,2.149943415409580894e+01,4.662443415409580894e+01
2.860000000000000000e+02,1.800000000000000000e+01,7.150000000000000355e+00,2.161970561703908800e+01,4.676970561703908658e+01
2.870000000000000000e+02,1.800000000000000000e+01,7.175000000000000711e+00,2.174004801307729906e+01,4.691504801307729622e+01
2.880000000000000000e+02,1.800000000000000000e+01,7.200000000000000178e+00,2.186046065263141003e+01,4.706046065263140576e+01
2.890000000000000000e+02,1.800000000000000000e+01,7.225000000000000533e+00,2.198094285485815291e+01,4.720594285485815078e+01
2.900000000000000000e+02,1.800000000000000000e+01,7.250000000000000000e+00,2.210149394751519480e+01,4.735149394751519480e+01
2.910000000000000000e+02,1.800000000000000000e+01,7.275000000000000355e+00,2.222211326682863941e+01,4.749711326682863444e+01
2.920000000000000000e+02,1.800000000000000000e+01,7.300000000000000711e+00,2.234280015736292668e+01,4.764280015736292739e+01
2.930000000000000000e+02,1.800000000000000000e+01,7.325000000000000178e+00,2.246355397189313052e+01,4.778855397189312981e+01
2.940000000000000000e+02,1.800000000000000000e+01,7.350000000000000533e+00,2.258437407127940943e+01,4.793437407127940730e+01
2.950000000000000000e+02,1.800000000000000000e+01,7.375000000000000000e+00,2.270525982434385526e+01,4.808025982434385526e+01
2.960000000000000000e+02,1.800000000000000000e+01,7.400000000000000355e+00,2.282621060774938826e+01,4.822621060774938684e+01
2.970000000000000000e+02,1.800000000000000000e+01,7.425000000000000711e+00,2.294722580588091532e+01,4.837222580588091603e+01
2.980000000000000000e+02,1.800000000000000000e+01,7.450000000000000178e+00,2.306830481072849537e+01,4.851830481072849466e+01
2.990000000000000000e+02,1.800000000000000000e+01,7.475000000000000533e+00,2.318944702177268624e+01,4.866444702177268766e+01
3.000000000000000000e+02,1.800000000000000000e+01,7.500000000000000000e+00,2.331065184587177441e+01,4.881065184587177441e+01
3.010000000000000000e+02,1.800000000000000000e+01,7.525000000000000355e+00,2.343191869715111153e+01,4.895691869715111011e+01
3.020000000000000000e+02,1.800000000000000000e+01,7.550000000000000711e+00,2.355324699689431256e+01,4.910324699689431327e+01
3.030000000000000000e+02,1.800000000000000000e+01,7.575000000000000178e+00,2.367463617343639015e+01,4.924963617343638589e+01
3.040000000000000000e+02,1.800000000000000000e+01,7.600000000000000533e+00,2.379608566205877196e+01,4.939608566205877338e+01
3.050000000000000000e+02,1.800000000000000000e+01,7.625000000000000000e+00,2.391759490488610496e+01,4.954259490488610140e+01
3.060000000000000000e+02,1.800000000000000000e+01,7.650000000000000355e+00,2.403916335078488586e+01,4.968916335078488089e+01
3.070000000000000000e+02,1.800000000000000000e+01,7.675000000000000711e+00,2.416079045526382529e+01,4.983579045526382600e+01
3.080000000000000000e+02,1.800000000000000000e+01,7.700000000000000178e+00,2.428247568037598469e+01,4.998247568037598398e+01
3.090000000000000000e+02,1.800000000000000000e+01,7.725000000000000533e+00,2.440421849462251913e+01,5.012921849462252055e+01
3.100000000000000000e+02,1.800000000000000000e+01,7.750000000000000000e+00,2.452601837285816444e+01,5.027601837285816089e+01
3.110000000000000000e+02,1.800000000000000000e+01,7.775000000000000355e+00,2.464787479619829469e+01,5.042287479619829327e+01
3.120000000000000000e+02,1.800000000000000000e+01,7.800000000000000711e+00,2.476978725192758191e+01,5.056978725192757906e+01
3.130000000000000000e+02,1.800000000000000000e+01,7.825000000000000178e+00,2.489175523341023322e+01,5.071675523341023251e+01
3.140000000000000000e+02,1.800000000000000000e+01,7.850000000000000533e+00,2.501377824000174144e+01,5.086377824000174286e+01
3.150000000000000000e+02,1.800000000000000000e+01,7.875000000000000000e+00,2.513585577696214912e+01,5.101085577696214557e+01
3.160000000000000000e+02,1.800000000000000000e+01,7.900000000000000355e+00,2.525798735537077988e+01,5.115798735537077846e+01
3.170000000000000000e+02,1.800000000000000000e+01,7.925000000000000711e+00,2.538017249204240144e+01,5.130517249204240215e+01
3.180000000000000000e+02,1.800000000000000000e+01,7.950000000000000178e+00,2.550241070944485955e+01,5.145241070944486239e+01
3.190000000000000000e+02,1.800000000000000000e+01,7.975000000000000533e+00,2.562470153561799791e+01,5.159970153561799577e+01
3.200000000000000000e+02,1.800000000000000000e+01,8.000000000000000000e+00,2.574704450409403833e+01,5.174704450409403478e+01
3.210000000000000000e+02,1.800000000000000000e+01,8.025000000000000355e+00,2.586943915381927894e+01,5.189443915381927752e+01
3.220000000000000000e+02,1.800000000000000000e+01,8.050000000000000711e+00,2.599188502907705711e+01,5.204188502907705782e+01
3.230000000000000000e+02,1.800000000000000000e+01,8.075000000000001066e+00,2.611438167941203403e+01,5.218938167941203687e+01
3.240000000000000000e+02,1.800000000000000000e+01,8.099999999999999645e+00,2.623692865955572273e+01,5.233692865955572415e+01
3.250000000000000000e+02,1.800000000000000000e+01,8.125000000000000000e+00,2.635952552935330573e+01,5.248452552935330573e+01
3.260000000000000000e+02,1.800000000000000000e+01,8.150000000000000355e+00,2.648217185369157534e+01,5.263217185369157392e+01
3.270000000000000000e+02,1.800000000000000000e+01,8.175000000000000711e+00,2.660486720242816006e+01,5.277986720242816432e+01
3.280000000000000000e+02,1.800000000000000000e+01,8.200000000000001066e+00,2.672761115032183454e+01,5.292761115032183739e+01
3.290000000000000000e+02,1.800000000000000000e+01,8.224999999999999645e+00,2.685040327696407303e+01,5.307540327696407445e+01
3.300000000000000000e+02,1.800000000000000000e+01,8.250000000000000000e+00,2.697324316671160460e+01,5.322324316671160460e+01
3.310000000000000000e+02,1.800000000000000000e+01,8.275000000000000355e+00,2.709613040862019417e+01,5.337113040862018920e+01
3.320000000000000000e+02,1.800000000000000000e+01,8.300000000000000711e+00,2.721906459637944309e+01,5.351906459637944380e+01
3.330000000000000000e+02,1.800000000000000000e+01,8.325000000000001066e+00,2.734204532824864486e+01,5.366704532824864771e+01
3.340000000000000000e+02,1.800000000000000000e+01,8.349999999999999645e+00,2.746507220699373875e+01,5.381507220699374017e+01
3.350000000000000000e+02,1.800000000000000000e+01,8.375000000000000000e+00,2.758814483982520471e+01,5.396314483982520471e+01
3.360000000000000000e+02,1.800000000000000000e+01,8.400000000000000355e+00,2.771126283833705628e+01,5.411126283833705486e+01
3.370000000000000000e+02,1.800000000000000000e+01,8.425000000000000711e+00,2.783442581844675701e+01,5.425942581844675772e+01
3.380000000000000000e+02,1.800000000000000000e+01,8.450000000000001066e+00,2.795763340033613176e+01,5.440763340033613815e+01
3.390000000000000000e+02,1.800000000000000000e+01,8.474999999999999645e+00,2.808088520839320523e+01,5.455588520839320665e+01
3.400000000000000000e+02,1.800000000000000000e+01,8.500000000000000000e+00,2.820418087115499972e+01,5.470418087115500327e+01
3.410000000000000000e+02,1.800000000000000000e+01,8.525000000000000355e+00,2.832752002125125657e+01,5.485252002125125159e+01
3.420000000000000000e+02,1.800000000000000000e+01,8.550000000000000711e+00,2.845090229534899606e+01,5.500090229534899322e+01
3.430000000000000000e+02,1.800000000000000000e+01,8.575000000000001066e+00,2.857432733409804726e+01,5.514932733409804655e+01
3.440000000000000000e+02,1.800000000000000000e+01,8.599999999999999645e+00,2.869779478207739132e+01,5.529779478207738919e+01
3.450000000000000000e+02,1.800000000000000000e+01,8.625000000000000000e+00,2.882130428774233977e+01,5.544630428774233621e+01
3.460000000000000000e+02,1.800000000000000000e+01,8.650000000000000355e+00,2.894485550337260094e+01,5.559485550337259951e+01
3.470000000000000000e+02,1.800000000000000000e+01,8.675000000000000711e+00,2.906844808502114930e+01,5.574344808502115001e+01
3.480000000000000000e+02,1.800000000000000000e+01,8.700000000000001066e+00,2.919208169246385154e+01,5.589208169246385438e+01
3.490000000000000000e+02,1.800000000000000000e+01,8.724999999999999645e+00,2.931575598914995950e+01,5.604075598914995737e+01
3.500000000000000000e+02,1.800000000000000000e+01,8.750000000000000000e+00,2.943947064215332432e+01,5.618947064215332432e+01
